 frequency       Hph1magdB       Hph2magdB      
 6.29214611e+03 -7.20266505e-01 -7.20266505e-01 
 6.33580499e+03 -7.26621059e-01 -7.26621059e-01 
 6.37976681e+03 -7.32980441e-01 -7.32980441e-01 
 6.42403366e+03 -7.39343005e-01 -7.39343005e-01 
 6.46860766e+03 -7.45707053e-01 -7.45707053e-01 
 6.51349095e+03 -7.52070835e-01 -7.52070835e-01 
 6.55868566e+03 -7.58432543e-01 -7.58432543e-01 
 6.60419396e+03 -7.64790319e-01 -7.64790319e-01 
 6.65001803e+03 -7.71142244e-01 -7.71142244e-01 
 6.69616005e+03 -7.77486346e-01 -7.77486346e-01 
 6.74262224e+03 -7.83820590e-01 -7.83820590e-01 
 6.78940681e+03 -7.90142884e-01 -7.90142884e-01 
 6.83651600e+03 -7.96451076e-01 -7.96451076e-01 
 6.88395207e+03 -8.02742950e-01 -8.02742950e-01 
 6.93171728e+03 -8.09016227e-01 -8.09016227e-01 
 6.97981391e+03 -8.15268565e-01 -8.15268565e-01 
 7.02824426e+03 -8.21497556e-01 -8.21497556e-01 
 7.07701066e+03 -8.27700726e-01 -8.27700726e-01 
 7.12611543e+03 -8.33875531e-01 -8.33875531e-01 
 7.17556092e+03 -8.40019361e-01 -8.40019361e-01 
 7.22534949e+03 -8.46129534e-01 -8.46129534e-01 
 7.27548353e+03 -8.52203297e-01 -8.52203297e-01 
 7.32596543e+03 -8.58237823e-01 -8.58237823e-01 
 7.37679760e+03 -8.64230213e-01 -8.64230213e-01 
 7.42798248e+03 -8.70177491e-01 -8.70177491e-01 
 7.47952252e+03 -8.76076606e-01 -8.76076606e-01 
 7.53142017e+03 -8.81924429e-01 -8.81924429e-01 
 7.58367791e+03 -8.87717751e-01 -8.87717751e-01 
 7.63629826e+03 -8.93453283e-01 -8.93453283e-01 
 7.68928372e+03 -8.99127654e-01 -8.99127654e-01 
 7.74263683e+03 -9.04737413e-01 -9.04737413e-01 
 7.79636013e+03 -9.10279020e-01 -9.10279020e-01 
 7.85045620e+03 -9.15748855e-01 -9.15748855e-01 
 7.90492762e+03 -9.21143206e-01 -9.21143206e-01 
 7.95977700e+03 -9.26458277e-01 -9.26458277e-01 
 8.01500696e+03 -9.31690181e-01 -9.31690181e-01 
 8.07062014e+03 -9.36834940e-01 -9.36834940e-01 
 8.12661920e+03 -9.41888486e-01 -9.41888486e-01 
 8.18300682e+03 -9.46846656e-01 -9.46846656e-01 
 8.23978568e+03 -9.51705194e-01 -9.51705194e-01 
 8.29695852e+03 -9.56459749e-01 -9.56459749e-01 
 8.35452806e+03 -9.61105872e-01 -9.61105872e-01 
 8.41249705e+03 -9.65639016e-01 -9.65639016e-01 
 8.47086827e+03 -9.70054538e-01 -9.70054538e-01 
 8.52964450e+03 -9.74347691e-01 -9.74347691e-01 
 8.58882856e+03 -9.78513629e-01 -9.78513629e-01 
 8.64842328e+03 -9.82547404e-01 -9.82547404e-01 
 8.70843150e+03 -9.86443964e-01 -9.86443964e-01 
 8.76885609e+03 -9.90198153e-01 -9.90198153e-01 
 8.82969996e+03 -9.93804711e-01 -9.93804711e-01 
 8.89096599e+03 -9.97258271e-01 -9.97258271e-01 
 8.95265713e+03 -1.00055336e+00 -1.00055336e+00 
 9.01477631e+03 -1.00368440e+00 -1.00368440e+00 
 9.07732653e+03 -1.00664570e+00 -1.00664570e+00 
 9.14031075e+03 -1.00943146e+00 -1.00943146e+00 
 9.20373200e+03 -1.01203578e+00 -1.01203578e+00 
 9.26759330e+03 -1.01445264e+00 -1.01445264e+00 
 9.33189772e+03 -1.01667593e+00 -1.01667593e+00 
 9.39664831e+03 -1.01869940e+00 -1.01869940e+00 
 9.46184819e+03 -1.02051672e+00 -1.02051672e+00 
 9.52750047e+03 -1.02212143e+00 -1.02212143e+00 
 9.59360829e+03 -1.02350698e+00 -1.02350698e+00 
 9.66017480e+03 -1.02466670e+00 -1.02466670e+00 
 9.72720319e+03 -1.02559382e+00 -1.02559382e+00 
 9.79469667e+03 -1.02628145e+00 -1.02628145e+00 
 9.86265846e+03 -1.02672261e+00 -1.02672261e+00 
 9.93109181e+03 -1.02691022e+00 -1.02691022e+00 
 1.00000000e+04 -1.02683709e+00 -1.02683709e+00 
 1.00693863e+04 -1.02649593e+00 -1.02649593e+00 
 1.01392541e+04 -1.02587936e+00 -1.02587936e+00 
 1.02096066e+04 -1.02497991e+00 -1.02497991e+00 
 1.02804473e+04 -1.02379002e+00 -1.02379002e+00 
 1.03517796e+04 -1.02230202e+00 -1.02230202e+00 
 1.04236067e+04 -1.02050820e+00 -1.02050820e+00 
 1.04959323e+04 -1.01840075e+00 -1.01840075e+00 
 1.05687597e+04 -1.01597179e+00 -1.01597179e+00 
 1.06420924e+04 -1.01321338e+00 -1.01321338e+00 
 1.07159340e+04 -1.01011752e+00 -1.01011752e+00 
 1.07902879e+04 -1.00667617e+00 -1.00667617e+00 
 1.08651577e+04 -1.00288124e+00 -1.00288124e+00 
 1.09405471e+04 -9.98724608e-01 -9.98724608e-01 
 1.10164595e+04 -9.94198137e-01 -9.94198137e-01 
 1.10928986e+04 -9.89293677e-01 -9.89293677e-01 
 1.11698682e+04 -9.84003084e-01 -9.84003084e-01 
 1.12473718e+04 -9.78318232e-01 -9.78318232e-01 
 1.13254132e+04 -9.72231025e-01 -9.72231025e-01 
 1.14039960e+04 -9.65733421e-01 -9.65733421e-01 
 1.14831241e+04 -9.58817445e-01 -9.58817445e-01 
