 frequency       AmagdB          Aphdeg         
 1.00000000e-01  1.02749918e+02 -7.00605156e-01 
 1.05776756e-01  1.02749841e+02 -7.41073016e-01 
 1.11887221e-01  1.02749755e+02 -7.83877800e-01 
 1.18350673e-01  1.02749658e+02 -8.29154359e-01 
 1.25187503e-01  1.02749550e+02 -8.77045305e-01 
 1.32419279e-01  1.02749429e+02 -9.27701460e-01 
 1.40068818e-01  1.02749294e+02 -9.81282317e-01 
 1.48160252e-01  1.02749142e+02 -1.03795654e+00 
 1.56719108e-01  1.02748973e+02 -1.09790248e+00 
 1.65772389e-01  1.02748783e+02 -1.16130873e+00 
 1.75348655e-01  1.02748571e+02 -1.22837471e+00 
 1.85478119e-01  1.02748334e+02 -1.29931126e+00 
 1.96192737e-01  1.02748069e+02 -1.37434130e+00 
 2.07526313e-01  1.02747772e+02 -1.45370051e+00 
 2.19514602e-01  1.02747439e+02 -1.53763802e+00 
 2.32195425e-01  1.02747068e+02 -1.62641722e+00 
 2.45608788e-01  1.02746652e+02 -1.72031645e+00 
 2.59797009e-01  1.02746187e+02 -1.81962995e+00 
 2.74804848e-01  1.02745666e+02 -1.92466863e+00 
 2.90679654e-01  1.02745084e+02 -2.03576104e+00 
 3.07471508e-01  1.02744432e+02 -2.15325431e+00 
 3.25233387e-01  1.02743704e+02 -2.27751515e+00 
 3.44021326e-01  1.02742889e+02 -2.40893087e+00 
 3.63894599e-01  1.02741977e+02 -2.54791054e+00 
 3.84915902e-01  1.02740956e+02 -2.69488605e+00 
 4.07151555e-01  1.02739815e+02 -2.85031332e+00 
 4.30671707e-01  1.02738539e+02 -3.01467351e+00 
 4.55550561e-01  1.02737111e+02 -3.18847430e+00 
 4.81866605e-01  1.02735515e+02 -3.37225117e+00 
 5.09702863e-01  1.02733729e+02 -3.56656873e+00 
 5.39147154e-01  1.02731731e+02 -3.77202208e+00 
 5.70292370e-01  1.02729497e+02 -3.98923818e+00 
 6.03236769e-01  1.02727000e+02 -4.21887727e+00 
 6.38084285e-01  1.02724206e+02 -4.46163420e+00 
 6.74944857e-01  1.02721083e+02 -4.71823986e+00 
 7.13934775e-01  1.02717592e+02 -4.98946248e+00 
 7.55177045e-01  1.02713689e+02 -5.27610895e+00 
 7.98801781e-01  1.02709325e+02 -5.57902601e+00 
 8.44946611e-01  1.02704449e+02 -5.89910136e+00 
 8.93757115e-01  1.02698999e+02 -6.23726461e+00 
 9.45387283e-01  1.02692909e+02 -6.59448808e+00 
 1.00000000e+00  1.02686106e+02 -6.97178729e+00 
 1.05776756e+00  1.02678507e+02 -7.37022127e+00 
 1.11887221e+00  1.02670020e+02 -7.79089237e+00 
 1.18350673e+00  1.02660543e+02 -8.23494578e+00 
 1.25187503e+00  1.02649965e+02 -8.70356835e+00 
 1.32419279e+00  1.02638159e+02 -9.19798696e+00 
 1.40068818e+00  1.02624989e+02 -9.71946599e+00 
 1.48160252e+00  1.02610299e+02 -1.02693040e+01 
 1.56719108e+00  1.02593923e+02 -1.08488294e+01 
 1.65772389e+00  1.02575672e+02 -1.14593947e+01 
