 frequency       AmagdB          Aphdeg         
 1.00000000e+04  5.26842391e+01 -2.43619082e+00 
 1.02305973e+04  5.26838732e+01 -2.49229873e+00 
 1.04665121e+04  5.26834903e+01 -2.54969553e+00 
 1.07078670e+04  5.26830896e+01 -2.60841059e+00 
 1.09547876e+04  5.26826702e+01 -2.66847394e+00 
 1.12074020e+04  5.26822313e+01 -2.72991625e+00 
 1.14658417e+04  5.26817719e+01 -2.79276892e+00 
 1.17302409e+04  5.26812912e+01 -2.85706399e+00 
 1.20007371e+04  5.26807881e+01 -2.92283424e+00 
 1.22774708e+04  5.26802616e+01 -2.99011317e+00 
 1.25605860e+04  5.26797107e+01 -3.05893499e+00 
 1.28502297e+04  5.26791341e+01 -3.12933469e+00 
 1.31465525e+04  5.26785306e+01 -3.20134801e+00 
 1.34497085e+04  5.26778991e+01 -3.27501146e+00 
 1.37598551e+04  5.26772383e+01 -3.35036236e+00 
 1.40771537e+04  5.26765467e+01 -3.42743884e+00 
 1.44017690e+04  5.26758230e+01 -3.50627984e+00 
 1.47338699e+04  5.26750656e+01 -3.58692514e+00 
 1.50736290e+04  5.26742731e+01 -3.66941539e+00 
 1.54212228e+04  5.26734437e+01 -3.75379208e+00 
 1.57768320e+04  5.26725759e+01 -3.84009762e+00 
 1.61406415e+04  5.26716677e+01 -3.92837530e+00 
 1.65128404e+04  5.26707173e+01 -4.01866932e+00 
 1.68936220e+04  5.26697229e+01 -4.11102482e+00 
 1.72831844e+04  5.26686823e+01 -4.20548789e+00 
 1.76817299e+04  5.26675934e+01 -4.30210556e+00 
 1.80894658e+04  5.26664540e+01 -4.40092587e+00 
 1.85066040e+04  5.26652618e+01 -4.50199782e+00 
 1.89333613e+04  5.26640143e+01 -4.60537144e+00 
 1.93699595e+04  5.26627090e+01 -4.71109775e+00 
 1.98166255e+04  5.26613432e+01 -4.81922884e+00 
 2.02735916e+04  5.26599142e+01 -4.92981783e+00 
 2.07410951e+04  5.26584190e+01 -5.04291889e+00 
 2.12193792e+04  5.26568546e+01 -5.15858730e+00 
 2.17086923e+04  5.26552178e+01 -5.27687940e+00 
 2.22092889e+04  5.26535053e+01 -5.39785265e+00 
 2.27214291e+04  5.26517137e+01 -5.52156560e+00 
 2.32453791e+04  5.26498392e+01 -5.64807795e+00 
 2.37814113e+04  5.26478782e+01 -5.77745052e+00 
 2.43298042e+04  5.26458267e+01 -5.90974528e+00 
 2.48908429e+04  5.26436805e+01 -6.04502534e+00 
 2.54648190e+04  5.26414353e+01 -6.18335500e+00 
 2.60520309e+04  5.26390866e+01 -6.32479970e+00 
 2.66527837e+04  5.26366297e+01 -6.46942606e+00 
 2.72673897e+04  5.26340596e+01 -6.61730189e+00 
 2.78961683e+04  5.26313713e+01 -6.76849617e+00 
 2.85394464e+04  5.26285594e+01 -6.92307906e+00 
 2.91975583e+04  5.26256182e+01 -7.08112191e+00 
 2.98708461e+04  5.26225419e+01 -7.24269725e+00 
 3.05596598e+04  5.26193245e+01 -7.40787878e+00 
 3.12643573e+04  5.26159595e+01 -7.57674138e+00 
 3.19853049e+04  5.26124404e+01 -7.74936108e+00 
 3.27228774e+04  5.26087601e+01 -7.92581508e+00 
 3.34774581e+04  5.26049114e+01 -8.10618170e+00 
 3.42494392e+04  5.26008869e+01 -8.29054041e+00 
 3.50392221e+04  5.25966786e+01 -8.47897174e+00 
 3.58472171e+04  5.25922784e+01 -8.67155736e+00 
 3.66738442e+04  5.25876776e+01 -8.86837994e+00 
 3.75195331e+04  5.25828674e+01 -9.06952322e+00 
 3.83847234e+04  5.25778386e+01 -9.27507192e+00 
 3.92698648e+04  5.25725813e+01 -9.48511172e+00 
 4.01754173e+04  5.25670856e+01 -9.69972921e+00 
 4.11018515e+04  5.25613410e+01 -9.91901187e+00 
 4.20496491e+04  5.25553365e+01 -1.01430480e+01 
 4.30193027e+04  5.25490607e+01 -1.03719266e+01 
 4.40113162e+04  5.25425019e+01 -1.06057374e+01 
 4.50262052e+04  5.25356477e+01 -1.08445709e+01 
 4.60644974e+04  5.25284853e+01 -1.10885180e+01 
 4.71267322e+04  5.25210014e+01 -1.13376701e+01 
 4.82134619e+04  5.25131822e+01 -1.15921191e+01 
 4.93252513e+04  5.25050132e+01 -1.18519570e+01 
 5.04626783e+04  5.24964796e+01 -1.21172762e+01 
 5.16263340e+04  5.24875658e+01 -1.23881690e+01 
 5.28168234e+04  5.24782557e+01 -1.26647279e+01 
 5.40347650e+04  5.24685326e+01 -1.29470451e+01 
 5.52807921e+04  5.24583792e+01 -1.32352125e+01 
 5.65555523e+04  5.24477774e+01 -1.35293216e+01 
 5.78597080e+04  5.24367087e+01 -1.38294632e+01 
 5.91939372e+04  5.24251538e+01 -1.41357275e+01 
 6.05589334e+04  5.24130927e+01 -1.44482038e+01 
 6.19554061e+04  5.24005047e+01 -1.47669801e+01 
 6.33840810e+04  5.23873685e+01 -1.50921431e+01 
 6.48457008e+04  5.23736618e+01 -1.54237782e+01 
 6.63410251e+04  5.23593618e+01 -1.57619689e+01 
 6.78708313e+04  5.23444450e+01 -1.61067967e+01 
 6.94359143e+04  5.23288871e+01 -1.64583409e+01 
 7.10370877e+04  5.23126628e+01 -1.68166786e+01 
 7.26751838e+04  5.22957462e+01 -1.71818838e+01 
 7.43510539e+04  5.22781108e+01 -1.75540277e+01 
 7.60655691e+04  5.22597291e+01 -1.79331783e+01 
 7.78196206e+04  5.22405728e+01 -1.83193998e+01 
 7.96141200e+04  5.22206129e+01 -1.87127526e+01 
 8.14500001e+04  5.21998197e+01 -1.91132930e+01 
 8.33282151e+04  5.21781625e+01 -1.95210726e+01 
 8.52497412e+04  5.21556101e+01 -1.99361382e+01 
 8.72155772e+04  5.21321304e+01 -2.03585314e+01 
 8.92267449e+04  5.21076905e+01 -2.07882882e+01 
 9.12842895e+04  5.20822569e+01 -2.12254387e+01 
 9.33892805e+04  5.20557954e+01 -2.16700065e+01 
 9.55428121e+04  5.20282710e+01 -2.21220089e+01 
 9.77460036e+04  5.19996482e+01 -2.25814558e+01 
 1.00000000e+05  5.19698908e+01 -2.30483498e+01 
 1.02305973e+05  5.19389621e+01 -2.35226857e+01 
 1.04665121e+05  5.19068247e+01 -2.40044502e+01 
 1.07078670e+05  5.18734408e+01 -2.44936214e+01 
 1.09547876e+05  5.18387722e+01 -2.49901685e+01 
 1.12074020e+05  5.18027803e+01 -2.54940514e+01 
 1.14658417e+05  5.17654261e+01 -2.60052206e+01 
 1.17302409e+05  5.17266703e+01 -2.65236164e+01 
 1.20007371e+05  5.16864737e+01 -2.70491690e+01 
 1.22774708e+05  5.16447965e+01 -2.75817983e+01 
 1.25605860e+05  5.16015992e+01 -2.81214130e+01 
 1.28502297e+05  5.15568422e+01 -2.86679111e+01 
 1.31465525e+05  5.15104861e+01 -2.92211792e+01 
 1.34497085e+05  5.14624917e+01 -2.97810925e+01 
 1.37598551e+05  5.14128199e+01 -3.03475147e+01 
 1.40771537e+05  5.13614323e+01 -3.09202978e+01 
 1.44017690e+05  5.13082908e+01 -3.14992819e+01 
 1.47338699e+05  5.12533580e+01 -3.20842954e+01 
 1.50736290e+05  5.11965971e+01 -3.26751551e+01 
 1.54212228e+05  5.11379723e+01 -3.32716658e+01 
 1.57768320e+05  5.10774486e+01 -3.38736209e+01 
 1.61406415e+05  5.10149919e+01 -3.44808023e+01 
 1.65128404e+05  5.09505696e+01 -3.50929806e+01 
 1.68936220e+05  5.08841501e+01 -3.57099157e+01 
 1.72831844e+05  5.08157031e+01 -3.63313565e+01 
 1.76817299e+05  5.07451999e+01 -3.69570420e+01 
 1.80894658e+05  5.06726134e+01 -3.75867011e+01 
 1.85066040e+05  5.05979181e+01 -3.82200536e+01 
 1.89333613e+05  5.05210902e+01 -3.88568102e+01 
 1.93699595e+05  5.04421079e+01 -3.94966736e+01 
 1.98166255e+05  5.03609511e+01 -4.01393387e+01 
 2.02735916e+05  5.02776020e+01 -4.07844937e+01 
 2.07410951e+05  5.01920447e+01 -4.14318203e+01 
 2.12193792e+05  5.01042654e+01 -4.20809950e+01 
 2.17086923e+05  5.00142526e+01 -4.27316893e+01 
 2.22092889e+05  4.99219971e+01 -4.33835711e+01 
 2.27214291e+05  4.98274919e+01 -4.40363052e+01 
 2.32453791e+05  4.97307323e+01 -4.46895542e+01 
 2.37814113e+05  4.96317159e+01 -4.53429792e+01 
 2.43298042e+05  4.95304428e+01 -4.59962411e+01 
 2.48908429e+05  4.94269154e+01 -4.66490013e+01 
 2.54648190e+05  4.93211383e+01 -4.73009223e+01 
 2.60520309e+05  4.92131185e+01 -4.79516689e+01 
 2.66527837e+05  4.91028652e+01 -4.86009089e+01 
 2.72673897e+05  4.89903901e+01 -4.92483141e+01 
 2.78961683e+05  4.88757069e+01 -4.98935610e+01 
