 time            v(inp)          v(out)         
 1.00003000e-07  4.90000000e-01  4.00113814e-01 
 1.00007000e-07  6.10000000e-01  4.00404803e-01 
 1.00010000e-07  7.00000000e-01  4.00646243e-01 
 1.00010800e-07  7.00000000e-01  4.00648740e-01 
 1.00012400e-07  7.00000000e-01  4.00653650e-01 
 1.00015600e-07  7.00000000e-01  4.00662997e-01 
 1.00022000e-07  7.00000000e-01  4.00680032e-01 
 1.00034800e-07  7.00000000e-01  4.00708845e-01 
 1.00060400e-07  7.00000000e-01  4.00752514e-01 
 1.00111600e-07  7.00000000e-01  4.00811402e-01 
 1.00214000e-07  7.00000000e-01  4.00886954e-01 
 1.00418800e-07  7.00000000e-01  4.00981283e-01 
 1.00828400e-07  7.00000000e-01  4.01077055e-01 
 1.01647600e-07  7.00000000e-01  4.01128038e-01 
 1.02747600e-07  7.00000000e-01  4.01099576e-01 
 1.03847600e-07  7.00000000e-01  4.01053618e-01 
 1.04947600e-07  7.00000000e-01  4.01114400e-01 
 1.06047600e-07  7.00000000e-01  4.01283018e-01 
 1.07147600e-07  7.00000000e-01  4.01475906e-01 
 1.08247600e-07  7.00000000e-01  4.01701836e-01 
 1.09347600e-07  7.00000000e-01  4.01950784e-01 
 1.10447600e-07  7.00000000e-01  4.02223111e-01 
 1.11547600e-07  7.00000000e-01  4.02514392e-01 
 1.12647600e-07  7.00000000e-01  4.02823409e-01 
 1.13747600e-07  7.00000000e-01  4.03147668e-01 
 1.14847600e-07  7.00000000e-01  4.03485800e-01 
 1.15947600e-07  7.00000000e-01  4.03836162e-01 
 1.17047600e-07  7.00000000e-01  4.04197559e-01 
 1.18147600e-07  7.00000000e-01  4.04568807e-01 
 1.19247600e-07  7.00000000e-01  4.04948932e-01 
 1.20347600e-07  7.00000000e-01  4.05337036e-01 
 1.21447600e-07  7.00000000e-01  4.05732345e-01 
 1.22547600e-07  7.00000000e-01  4.06134159e-01 
 1.23647600e-07  7.00000000e-01  4.06541866e-01 
 1.24747600e-07  7.00000000e-01  4.06954916e-01 
 1.25847600e-07  7.00000000e-01  4.07372822e-01 
 1.26947600e-07  7.00000000e-01  4.07795148e-01 
 1.28047600e-07  7.00000000e-01  4.08221509e-01 
 1.29147600e-07  7.00000000e-01  4.08651557e-01 
 1.30247600e-07  7.00000000e-01  4.09084984e-01 
 1.31347600e-07  7.00000000e-01  4.09521515e-01 
 1.32447600e-07  7.00000000e-01  4.09960901e-01 
 1.33547600e-07  7.00000000e-01  4.10402922e-01 
 1.34647600e-07  7.00000000e-01  4.10847379e-01 
 1.35747600e-07  7.00000000e-01  4.11294095e-01 
 1.36847600e-07  7.00000000e-01  4.11742910e-01 
 1.37947600e-07  7.00000000e-01  4.12193680e-01 
 1.39047600e-07  7.00000000e-01  4.12646277e-01 
 1.40147600e-07  7.00000000e-01  4.13100584e-01 
 1.41247600e-07  7.00000000e-01  4.13556496e-01 
 1.42347600e-07  7.00000000e-01  4.14013919e-01 
 1.43447600e-07  7.00000000e-01  4.14472767e-01 
 1.44547600e-07  7.00000000e-01  4.14932963e-01 
 1.45647600e-07  7.00000000e-01  4.15394435e-01 
 1.46747600e-07  7.00000000e-01  4.15857121e-01 
 1.47847600e-07  7.00000000e-01  4.16320962e-01 
 1.48947600e-07  7.00000000e-01  4.16785904e-01 
 1.50047600e-07  7.00000000e-01  4.17251899e-01 
 1.51147600e-07  7.00000000e-01  4.17718904e-01 
 1.52247600e-07  7.00000000e-01  4.18186876e-01 
 1.53347600e-07  7.00000000e-01  4.18655778e-01 
 1.54447600e-07  7.00000000e-01  4.19125572e-01 
 1.55547600e-07  7.00000000e-01  4.19596227e-01 
 1.56647600e-07  7.00000000e-01  4.20067717e-01 
 1.57747600e-07  7.00000000e-01  4.20540013e-01 
 1.58847600e-07  7.00000000e-01  4.21013090e-01 
 1.59947600e-07  7.00000000e-01  4.21486920e-01 
 1.61047600e-07  7.00000000e-01  4.21961481e-01 
 1.62147600e-07  7.00000000e-01  4.22436757e-01 
 1.63247600e-07  7.00000000e-01  4.22912726e-01 
 1.64347600e-07  7.00000000e-01  4.23389371e-01 
 1.65447600e-07  7.00000000e-01  4.23866673e-01 
 1.66547600e-07  7.00000000e-01  4.24344616e-01 
 1.67647600e-07  7.00000000e-01  4.24823184e-01 
 1.68747600e-07  7.00000000e-01  4.25302362e-01 
 1.69847600e-07  7.00000000e-01  4.25782136e-01 
 1.70947600e-07  7.00000000e-01  4.26262492e-01 
 1.72047600e-07  7.00000000e-01  4.26743417e-01 
 1.73147600e-07  7.00000000e-01  4.27224898e-01 
 1.74247600e-07  7.00000000e-01  4.27706924e-01 
 1.75347600e-07  7.00000000e-01  4.28189483e-01 
 1.76447600e-07  7.00000000e-01  4.28672564e-01 
 1.77547600e-07  7.00000000e-01  4.29156156e-01 
 1.78647600e-07  7.00000000e-01  4.29640248e-01 
 1.79747600e-07  7.00000000e-01  4.30124832e-01 
 1.80847600e-07  7.00000000e-01  4.30609897e-01 
 1.81947600e-07  7.00000000e-01  4.31095433e-01 
 1.83047600e-07  7.00000000e-01  4.31581432e-01 
 1.84147600e-07  7.00000000e-01  4.32067885e-01 
 1.85247600e-07  7.00000000e-01  4.32554784e-01 
 1.86347600e-07  7.00000000e-01  4.33042119e-01 
 1.87447600e-07  7.00000000e-01  4.33529884e-01 
 1.88547600e-07  7.00000000e-01  4.34018070e-01 
 1.89647600e-07  7.00000000e-01  4.34506668e-01 
 1.90747600e-07  7.00000000e-01  4.34995673e-01 
 1.91847600e-07  7.00000000e-01  4.35485077e-01 
 1.92947600e-07  7.00000000e-01  4.35974872e-01 
 1.94047600e-07  7.00000000e-01  4.36465052e-01 
 1.95147600e-07  7.00000000e-01  4.36955609e-01 
 1.96247600e-07  7.00000000e-01  4.37446538e-01 
 1.97347600e-07  7.00000000e-01  4.37937831e-01 
 1.98447600e-07  7.00000000e-01  4.38429483e-01 
 1.99547600e-07  7.00000000e-01  4.38921486e-01 
 2.00647600e-07  7.00000000e-01  4.39413836e-01 
 2.01747600e-07  7.00000000e-01  4.39906527e-01 
 2.02847600e-07  7.00000000e-01  4.40399551e-01 
 2.03947600e-07  7.00000000e-01  4.40892905e-01 
 2.05047600e-07  7.00000000e-01  4.41386581e-01 
 2.06147600e-07  7.00000000e-01  4.41880576e-01 
 2.07247600e-07  7.00000000e-01  4.42374883e-01 
 2.08347600e-07  7.00000000e-01  4.42869497e-01 
 2.09447600e-07  7.00000000e-01  4.43364413e-01 
 2.10547600e-07  7.00000000e-01  4.43859626e-01 
 2.11647600e-07  7.00000000e-01  4.44355132e-01 
 2.12747600e-07  7.00000000e-01  4.44850925e-01 
 2.13847600e-07  7.00000000e-01  4.45347001e-01 
 2.14947600e-07  7.00000000e-01  4.45843355e-01 
 2.16047600e-07  7.00000000e-01  4.46339983e-01 
 2.17147600e-07  7.00000000e-01  4.46836879e-01 
 2.18247600e-07  7.00000000e-01  4.47334041e-01 
 2.19347600e-07  7.00000000e-01  4.47831463e-01 
 2.20447600e-07  7.00000000e-01  4.48329141e-01 
 2.21547600e-07  7.00000000e-01  4.48827072e-01 
 2.22647600e-07  7.00000000e-01  4.49325251e-01 
 2.23747600e-07  7.00000000e-01  4.49823674e-01 
 2.24847600e-07  7.00000000e-01  4.50322338e-01 
 2.25947600e-07  7.00000000e-01  4.50821238e-01 
 2.27047600e-07  7.00000000e-01  4.51320371e-01 
 2.28147600e-07  7.00000000e-01  4.51819733e-01 
 2.29247600e-07  7.00000000e-01  4.52319321e-01 
 2.30347600e-07  7.00000000e-01  4.52819131e-01 
 2.31447600e-07  7.00000000e-01  4.53319160e-01 
 2.32547600e-07  7.00000000e-01  4.53819404e-01 
 2.33647600e-07  7.00000000e-01  4.54319859e-01 
 2.34747600e-07  7.00000000e-01  4.54820524e-01 
 2.35847600e-07  7.00000000e-01  4.55321393e-01 
 2.36947600e-07  7.00000000e-01  4.55822465e-01 
 2.38047600e-07  7.00000000e-01  4.56323736e-01 
 2.39147600e-07  7.00000000e-01  4.56825203e-01 
 2.40247600e-07  7.00000000e-01  4.57326863e-01 
 2.41347600e-07  7.00000000e-01  4.57828713e-01 
 2.42447600e-07  7.00000000e-01  4.58330750e-01 
 2.43547600e-07  7.00000000e-01  4.58832972e-01 
 2.44647600e-07  7.00000000e-01  4.59335375e-01 
 2.45747600e-07  7.00000000e-01  4.59837957e-01 
 2.46847600e-07  7.00000000e-01  4.60340715e-01 
 2.47947600e-07  7.00000000e-01  4.60843647e-01 
 2.49047600e-07  7.00000000e-01  4.61346749e-01 
 2.50147600e-07  7.00000000e-01  4.61850020e-01 
 2.51247600e-07  7.00000000e-01  4.62353456e-01 
 2.52347600e-07  7.00000000e-01  4.62857056e-01 
 2.53447600e-07  7.00000000e-01  4.63360816e-01 
 2.54547600e-07  7.00000000e-01  4.63864735e-01 
 2.55647600e-07  7.00000000e-01  4.64368810e-01 
 2.56747600e-07  7.00000000e-01  4.64873039e-01 
 2.57847600e-07  7.00000000e-01  4.65377419e-01 
 2.58947600e-07  7.00000000e-01  4.65881949e-01 
 2.60047600e-07  7.00000000e-01  4.66386625e-01 
 2.61147600e-07  7.00000000e-01  4.66891446e-01 
 2.62247600e-07  7.00000000e-01  4.67396410e-01 
 2.63347600e-07  7.00000000e-01  4.67901515e-01 
 2.64447600e-07  7.00000000e-01  4.68406758e-01 
 2.65547600e-07  7.00000000e-01  4.68912137e-01 
 2.66647600e-07  7.00000000e-01  4.69417651e-01 
 2.67747600e-07  7.00000000e-01  4.69923297e-01 
 2.68847600e-07  7.00000000e-01  4.70429074e-01 
 2.69947600e-07  7.00000000e-01  4.70934979e-01 
 2.71047600e-07  7.00000000e-01  4.71441011e-01 
 2.72147600e-07  7.00000000e-01  4.71947168e-01 
 2.73247600e-07  7.00000000e-01  4.72453447e-01 
 2.74347600e-07  7.00000000e-01  4.72959848e-01 
 2.75447600e-07  7.00000000e-01  4.73466368e-01 
 2.76547600e-07  7.00000000e-01  4.73973006e-01 
 2.77647600e-07  7.00000000e-01  4.74479759e-01 
 2.78747600e-07  7.00000000e-01  4.74986627e-01 
 2.79847600e-07  7.00000000e-01  4.75493607e-01 
 2.80947600e-07  7.00000000e-01  4.76000698e-01 
 2.82047600e-07  7.00000000e-01  4.76507898e-01 
 2.83147600e-07  7.00000000e-01  4.77015205e-01 
 2.84247600e-07  7.00000000e-01  4.77522619e-01 
 2.85347600e-07  7.00000000e-01  4.78030136e-01 
 2.86447600e-07  7.00000000e-01  4.78537757e-01 
 2.87547600e-07  7.00000000e-01  4.79045479e-01 
 2.88647600e-07  7.00000000e-01  4.79553300e-01 
 2.89747600e-07  7.00000000e-01  4.80061219e-01 
 2.90847600e-07  7.00000000e-01  4.80569236e-01 
 2.91947600e-07  7.00000000e-01  4.81077347e-01 
 2.93047600e-07  7.00000000e-01  4.81585553e-01 
 2.94147600e-07  7.00000000e-01  4.82093850e-01 
 2.95247600e-07  7.00000000e-01  4.82602239e-01 
 2.96347600e-07  7.00000000e-01  4.83110717e-01 
 2.97447600e-07  7.00000000e-01  4.83619284e-01 
 2.98547600e-07  7.00000000e-01  4.84127937e-01 
 2.99647600e-07  7.00000000e-01  4.84636676e-01 
 3.00747600e-07  7.00000000e-01  4.85145499e-01 
 3.01847600e-07  7.00000000e-01  4.85654405e-01 
 3.02947600e-07  7.00000000e-01  4.86163392e-01 
 3.04047600e-07  7.00000000e-01  4.86672460e-01 
 3.05147600e-07  7.00000000e-01  4.87181607e-01 
 3.06247600e-07  7.00000000e-01  4.87690831e-01 
 3.07347600e-07  7.00000000e-01  4.88200132e-01 
 3.08447600e-07  7.00000000e-01  4.88709508e-01 
 3.09547600e-07  7.00000000e-01  4.89218958e-01 
 3.10647600e-07  7.00000000e-01  4.89728481e-01 
 3.11747600e-07  7.00000000e-01  4.90238076e-01 
 3.12847600e-07  7.00000000e-01  4.90747741e-01 
 3.13947600e-07  7.00000000e-01  4.91257475e-01 
 3.15047600e-07  7.00000000e-01  4.91767277e-01 
 3.16147600e-07  7.00000000e-01  4.92277147e-01 
 3.17247600e-07  7.00000000e-01  4.92787082e-01 
 3.18347600e-07  7.00000000e-01  4.93297082e-01 
 3.19447600e-07  7.00000000e-01  4.93807145e-01 
 3.20547600e-07  7.00000000e-01  4.94317271e-01 
 3.21647600e-07  7.00000000e-01  4.94827458e-01 
 3.22747600e-07  7.00000000e-01  4.95337705e-01 
 3.23847600e-07  7.00000000e-01  4.95848011e-01 
 3.24947600e-07  7.00000000e-01  4.96358375e-01 
 3.26047600e-07  7.00000000e-01  4.96868797e-01 
 3.27147600e-07  7.00000000e-01  4.97379274e-01 
 3.28247600e-07  7.00000000e-01  4.97889806e-01 
 3.29347600e-07  7.00000000e-01  4.98400391e-01 
 3.30447600e-07  7.00000000e-01  4.98911030e-01 
 3.31547600e-07  7.00000000e-01  4.99421720e-01 
 3.32647600e-07  7.00000000e-01  4.99932461e-01 
 3.33747600e-07  7.00000000e-01  5.00443251e-01 
 3.34847600e-07  7.00000000e-01  5.00954091e-01 
 3.35947600e-07  7.00000000e-01  5.01464977e-01 
 3.37047600e-07  7.00000000e-01  5.01975910e-01 
 3.38147600e-07  7.00000000e-01  5.02486889e-01 
 3.39247600e-07  7.00000000e-01  5.02997913e-01 
 3.40347600e-07  7.00000000e-01  5.03508980e-01 
 3.41447600e-07  7.00000000e-01  5.04020089e-01 
 3.42547600e-07  7.00000000e-01  5.04531241e-01 
 3.43647600e-07  7.00000000e-01  5.05042432e-01 
 3.44747600e-07  7.00000000e-01  5.05553664e-01 
 3.45847600e-07  7.00000000e-01  5.06064934e-01 
 3.46947600e-07  7.00000000e-01  5.06576242e-01 
 3.48047600e-07  7.00000000e-01  5.07087587e-01 
 3.49147600e-07  7.00000000e-01  5.07598967e-01 
 3.50247600e-07  7.00000000e-01  5.08110382e-01 
 3.51347600e-07  7.00000000e-01  5.08621831e-01 
 3.52447600e-07  7.00000000e-01  5.09133313e-01 
 3.53547600e-07  7.00000000e-01  5.09644827e-01 
