 frequency       AmagdB          Aphdeg         
 1.00000000e-01  1.12132487e+02 -1.97210853e+00 
 1.05776756e-01  1.12131876e+02 -2.08593454e+00 
 1.11887221e-01  1.12131192e+02 -2.20631805e+00 
 1.18350673e-01  1.12130427e+02 -2.33363459e+00 
 1.25187503e-01  1.12129571e+02 -2.46828079e+00 
 1.32419279e-01  1.12128614e+02 -2.61067545e+00 
 1.40068818e-01  1.12127543e+02 -2.76126075e+00 
 1.48160252e-01  1.12126345e+02 -2.92050342e+00 
 1.56719108e-01  1.12125005e+02 -3.08889597e+00 
 1.65772389e-01  1.12123506e+02 -3.26695797e+00 
 1.75348655e-01  1.12121830e+02 -3.45523738e+00 
 1.85478119e-01  1.12119955e+02 -3.65431186e+00 
 1.96192737e-01  1.12117858e+02 -3.86479019e+00 
 2.07526313e-01  1.12115514e+02 -4.08731357e+00 
 2.19514602e-01  1.12112892e+02 -4.32255711e+00 
 2.32195425e-01  1.12109960e+02 -4.57123112e+00 
 2.45608788e-01  1.12106682e+02 -4.83408254e+00 
 2.59797009e-01  1.12103017e+02 -5.11189621e+00 
 2.74804848e-01  1.12098921e+02 -5.40549618e+00 
 2.90679654e-01  1.12094342e+02 -5.71574681e+00 
 3.07471508e-01  1.12089224e+02 -6.04355391e+00 
 3.25233387e-01  1.12083505e+02 -6.38986551e+00 
 3.44021326e-01  1.12077116e+02 -6.75567264e+00 
 3.63894599e-01  1.12069977e+02 -7.14200969e+00 
 3.84915902e-01  1.12062005e+02 -7.54995452e+00 
 4.07151555e-01  1.12053101e+02 -7.98062817e+00 
 4.30671707e-01  1.12043162e+02 -8.43519408e+00 
 4.55550561e-01  1.12032067e+02 -8.91485671e+00 
 4.81866605e-01  1.12019687e+02 -9.42085958e+00 
 5.09702863e-01  1.12005877e+02 -9.95448235e+00 
 5.39147154e-01  1.11990477e+02 -1.05170371e+01 
 5.70292370e-01  1.11973312e+02 -1.11098636e+01 
 6.03236769e-01  1.11954185e+02 -1.17343228e+01 
 6.38084285e-01  1.11932885e+02 -1.23917897e+01 
 6.74944857e-01  1.11909176e+02 -1.30836441e+01 
 7.13934775e-01  1.11882801e+02 -1.38112594e+01 
 7.55177045e-01  1.11853479e+02 -1.45759901e+01 
 7.98801781e-01  1.11820904e+02 -1.53791559e+01 
 8.44946611e-01  1.11784745e+02 -1.62220253e+01 
 8.93757115e-01  1.11744641e+02 -1.71057946e+01 
 9.45387283e-01  1.11700205e+02 -1.80315662e+01 
 1.00000000e+00  1.11651019e+02 -1.90003230e+01 
 1.05776756e+00  1.11596639e+02 -2.00129014e+01 
 1.11887221e+00  1.11536591e+02 -2.10699612e+01 
 1.18350673e+00  1.11470375e+02 -2.21719539e+01 
 1.25187503e+00  1.11397465e+02 -2.33190899e+01 
 1.32419279e+00  1.11317313e+02 -2.45113043e+01 
 1.40068818e+00  1.11229353e+02 -2.57482238e+01 
 1.48160252e+00  1.11133003e+02 -2.70291337e+01 
 1.56719108e+00  1.11027674e+02 -2.83529490e+01 
 1.65772389e+00  1.10912776e+02 -2.97181882e+01 
 1.75348655e+00  1.10787723e+02 -3.11229539e+01 
 1.85478119e+00  1.10651945e+02 -3.25649197e+01 
 1.96192737e+00  1.10504894e+02 -3.40413264e+01 
 2.07526313e+00  1.10346058e+02 -3.55489885e+01 
 2.19514602e+00  1.10174967e+02 -3.70843115e+01 
 2.32195425e+00  1.09991202e+02 -3.86433213e+01 
 2.45608788e+00  1.09794409e+02 -4.02217049e+01 
 2.59797009e+00  1.09584302e+02 -4.18148630e+01 
 2.74804848e+00  1.09360672e+02 -4.34179720e+01 
 2.90679654e+00  1.09123394e+02 -4.50260547e+01 
 3.07471508e+00  1.08872426e+02 -4.66340557e+01 
 3.25233387e+00  1.08607811e+02 -4.82369214e+01 
 3.44021326e+00  1.08329680e+02 -4.98296781e+01 
 3.63894599e+00  1.08038242e+02 -5.14075084e+01 
 3.84915902e+00  1.07733787e+02 -5.29658214e+01 
 4.07151555e+00  1.07416672e+02 -5.45003144e+01 
 4.30671707e+00  1.07087315e+02 -5.60070247e+01 
 4.55550561e+00  1.06746188e+02 -5.74823709e+01 
 4.81866605e+00  1.06393806e+02 -5.89231808e+01 
 5.09702863e+00  1.06030717e+02 -6.03267094e+01 
 5.39147154e+00  1.05657493e+02 -6.16906442e+01 
 5.70292370e+00  1.05274717e+02 -6.30131015e+01 
 6.03236769e+00  1.04882982e+02 -6.42926129e+01 
 6.38084285e+00  1.04482877e+02 -6.55281057e+01 
 6.74944857e+00  1.04074981e+02 -6.67188770e+01 
 7.13934775e+00  1.03659862e+02 -6.78645639e+01 
 7.55177045e+00  1.03238066e+02 -6.89651108e+01 
 7.98801781e+00  1.02810118e+02 -7.00207366e+01 
 8.44946611e+00  1.02376518e+02 -7.10319001e+01 
