 frequency       inoise_spectrum onoise_spectrum
 4.55550561e+02  7.39228552e-07  8.82746477e-04 
 4.81866605e+02  7.18908426e-07  8.45689710e-04 
 5.09702863e+02  6.99155166e-07  8.09172311e-04 
 5.39147154e+02  6.79953194e-07  7.73213854e-04 
 5.70292370e+02  6.61287364e-07  7.37840608e-04 
 6.03236769e+02  6.43142953e-07  7.03085087e-04 
 6.38084285e+02  6.25505651e-07  6.68985362e-04 
 6.74944857e+02  6.08361545e-07  6.35584147e-04 
 7.13934775e+02  5.91697112e-07  6.02927692e-04 
 7.55177045e+02  5.75499207e-07  5.71064494e-04 
 7.98801781e+02  5.59755051e-07  5.40043903e-04 
 8.44946611e+02  5.44452224e-07  5.09914660e-04 
 8.93757115e+02  5.29578652e-07  4.80723445e-04 
 9.45387283e+02  5.15122601e-07  4.52513501e-04 
 1.00000000e+03  5.01072664e-07  4.25323389e-04 
 1.05776756e+03  4.87417754e-07  3.99185930e-04 
 1.11887221e+03  4.74147096e-07  3.74127382e-04 
 1.18350673e+03  4.61250215e-07  3.50166856e-04 
 1.25187503e+03  4.48716931e-07  3.27316001e-04 
 1.32419279e+03  4.36537352e-07  3.05578933e-04 
 1.40068818e+03  4.24701861e-07  2.84952403e-04 
 1.48160252e+03  4.13201113e-07  2.65426152e-04 
 1.56719108e+03  4.02026025e-07  2.46983443e-04 
 1.65772389e+03  3.91167770e-07  2.29601701e-04 
 1.75348655e+03  3.80617770e-07  2.13253250e-04 
 1.85478119e+03  3.70367688e-07  1.97906083e-04 
 1.96192737e+03  3.60409423e-07  1.83524645e-04 
 2.07526313e+03  3.50735103e-07  1.70070604e-04 
 2.19514602e+03  3.41337075e-07  1.57503582e-04 
 2.32195425e+03  3.32207906e-07  1.45781822e-04 
 2.45608788e+03  3.23340370e-07  1.34862806e-04 
 2.59797009e+03  3.14727448e-07  1.24703784e-04 
 2.74804848e+03  3.06362317e-07  1.15262245e-04 
 2.90679654e+03  2.98238348e-07  1.06496303e-04 
 3.07471508e+03  2.90349099e-07  9.83650217e-05 
 3.25233387e+03  2.82688312e-07  9.08286729e-05 
 3.44021326e+03  2.75249904e-07  8.38489364e-05 
 3.63894599e+03  2.68027964e-07  7.73890484e-05 
 3.84915902e+03  2.61016750e-07  7.14139056e-05 
 4.07151555e+03  2.54210681e-07  6.58901297e-05 
 4.30671707e+03  2.47604332e-07  6.07861001e-05 
 4.55550561e+03  2.41192435e-07  5.60719595e-05 
 4.81866605e+03  2.34969868e-07  5.17195973e-05 
 5.09702863e+03  2.28931654e-07  4.77026155e-05 
 5.39147154e+03  2.23072954e-07  4.39962816e-05 
 5.70292370e+03  2.17389069e-07  4.05774705e-05 
 6.03236769e+03  2.11875426e-07  3.74245992e-05 
 6.38084285e+03  2.06527586e-07  3.45175566e-05 
 6.74944857e+03  2.01341227e-07  3.18376305e-05 
 7.13934775e+03  1.96312153e-07  2.93674319e-05 
 7.55177045e+03  1.91436280e-07  2.70908205e-05 
 7.98801781e+03  1.86709637e-07  2.49928301e-05 
 8.44946611e+03  1.82128364e-07  2.30595958e-05 
 8.93757115e+03  1.77688702e-07  2.12782835e-05 
 9.45387283e+03  1.73386999e-07  1.96370216e-05 
 1.00000000e+04  1.69219695e-07  1.81248361e-05 
 1.05776756e+04  1.65183329e-07  1.67315885e-05 
 1.11887221e+04  1.61274532e-07  1.54479172e-05 
 1.18350673e+04  1.57490019e-07  1.42651814e-05 
 1.25187503e+04  1.53826593e-07  1.31754094e-05 
 1.32419279e+04  1.50281139e-07  1.21712492e-05 
 1.40068818e+04  1.46850620e-07  1.12459224e-05 
 1.48160252e+04  1.43532074e-07  1.03931816e-05 
 1.56719108e+04  1.40322613e-07  9.60726983e-06 
 1.65772389e+04  1.37219419e-07  8.88288369e-06 
 1.75348655e+04  1.34219740e-07  8.21513830e-06 
 1.85478119e+04  1.31320890e-07  7.59953519e-06 
 1.96192737e+04  1.28520243e-07  7.03193239e-06 
 2.07526313e+04  1.25815233e-07  6.50851672e-06 
 2.19514602e+04  1.23203352e-07  6.02577809e-06 
 2.32195425e+04  1.20682145e-07  5.58048581e-06 
 2.45608788e+04  1.18249209e-07  5.16966661e-06 
 2.59797009e+04  1.15902192e-07  4.79058438e-06 
 2.74804848e+04  1.13638788e-07  4.44072140e-06 
 2.90679654e+04  1.11456739e-07  4.11776110e-06 
 3.07471508e+04  1.09353830e-07  3.81957210e-06 
 3.25233387e+04  1.07327888e-07  3.54419347e-06 
 3.44021326e+04  1.05376781e-07  3.28982120e-06 
 3.63894599e+04  1.03498417e-07  3.05479567e-06 
 3.84915902e+04  1.01690740e-07  2.83759016e-06 
 4.07151555e+04  9.99517321e-08  2.63680020e-06 
 4.30671707e+04  9.82794105e-08  2.45113385e-06 
 4.55550561e+04  9.66718267e-08  2.27940261e-06 
 4.81866605e+04  9.51270664e-08  2.12051321e-06 
 5.09702863e+04  9.36432477e-08  1.97345996e-06 
 5.39147154e+04  9.22185214e-08  1.83731768e-06 
 5.70292370e+04  9.08510702e-08  1.71123528e-06 
 6.03236769e+04  8.95391083e-08  1.59442979e-06 
 6.38084285e+04  8.82808811e-08  1.48618089e-06 
 6.74944857e+04  8.70746652e-08  1.38582585e-06 
 7.13934775e+04  8.59187683e-08  1.29275491e-06 
 7.55177045e+04  8.48115292e-08  1.20640702e-06 
 7.98801781e+04  8.37513177e-08  1.12626589e-06 
 8.44946611e+04  8.27365350e-08  1.05185639e-06 
 8.93757115e+04  8.17656140e-08  9.82741245e-07 
 9.45387283e+04  8.08370192e-08  9.18517947e-07 
 1.00000000e+05  7.99492471e-08  8.58815972e-07 
 1.05776756e+05  7.91008268e-08  8.03294184e-07 
 1.11887221e+05  7.82903198e-08  7.51638461e-07 
 1.18350673e+05  7.75163208e-08  7.03559511e-07 
 1.25187503e+05  7.67774576e-08  6.58790865e-07 
 1.32419279e+05  7.60723917e-08  6.17087025e-07 
 1.40068818e+05  7.53998184e-08  5.78221775e-07 
 1.48160252e+05  7.47584672e-08  5.41986614e-07 
 1.56719108e+05  7.41471016e-08  5.08189330e-07 
 1.65772389e+05  7.35645199e-08  4.76652677e-07 
 1.75348655e+05  7.30095548e-08  4.47213167e-07 
 1.85478119e+05  7.24810737e-08  4.19719962e-07 
 1.96192737e+05  7.19779784e-08  3.94033849e-07 
 2.07526313e+05  7.14992058e-08  3.70026306e-07 
 2.19514602e+05  7.10437270e-08  3.47578638e-07 
 2.32195425e+05  7.06105477e-08  3.26581188e-07 
 2.45608788e+05  7.01987079e-08  3.06932615e-07 
 2.59797009e+05  6.98072815e-08  2.88539221e-07 
 2.74804848e+05  6.94353763e-08  2.71314345e-07 
 2.90679654e+05  6.90821337e-08  2.55177799e-07 
 3.07471508e+05  6.87467281e-08  2.40055356e-07 
 3.25233387e+05  6.84283671e-08  2.25878271e-07 
 3.44021326e+05  6.81262904e-08  2.12582854e-07 
 3.63894599e+05  6.78397701e-08  2.00110067e-07 
 3.84915902e+05  6.75681099e-08  1.88405163e-07 
 4.07151555e+05  6.73106449e-08  1.77417343e-07 
 4.30671707e+05  6.70667411e-08  1.67099456e-07 
 4.55550561e+05  6.68357953e-08  1.57407710e-07 
 4.81866605e+05  6.66172344e-08  1.48301418e-07 
 5.09702863e+05  6.64105155e-08  1.39742754e-07 
 5.39147154e+05  6.62151253e-08  1.31696536e-07 
 5.70292370e+05  6.60305802e-08  1.24130026e-07 
 6.03236769e+05  6.58564258e-08  1.17012746e-07 
 6.38084285e+05  6.56922374e-08  1.10316304e-07 
 6.74944857e+05  6.55376196e-08  1.04014240e-07 
 7.13934775e+05  6.53922066e-08  9.80818830e-08 
 7.55177045e+05  6.52556624e-08  9.24962193e-08 
 7.98801781e+05  6.51276816e-08  8.72357681e-08 
 8.44946611e+05  6.50079895e-08  8.22804720e-08 
 8.93757115e+05  6.48963430e-08  7.76115928e-08 
 9.45387283e+05  6.47925320e-08  7.32116171e-08 
 1.00000000e+06  6.46963801e-08  6.90641683e-08 
 1.05776756e+06  6.46077464e-08  6.51539263e-08 
 1.11887221e+06  6.45265273e-08  6.14665531e-08 
 1.18350673e+06  6.44526587e-08  5.79886238e-08 
 1.25187503e+06  6.43861186e-08  5.47075637e-08 
 1.32419279e+06  6.43269302e-08  5.16115901e-08 
 1.40068818e+06  6.42751655e-08  4.86896576e-08 
 1.48160252e+06  6.42309497e-08  4.59314093e-08 
 1.56719108e+06  6.41944660e-08  4.33271305e-08 
 1.65772389e+06  6.41659614e-08  4.08677061e-08 
 1.75348655e+06  6.41457534e-08  3.85445824e-08 
 1.85478119e+06  6.41342381e-08  3.63497306e-08 
 1.96192737e+06  6.41318985e-08  3.42756138e-08 
 2.07526313e+06  6.41393153e-08  3.23151571e-08 
 2.19514602e+06  6.41571786e-08  3.04617196e-08 
 2.32195425e+06  6.41863014e-08  2.87090692e-08 
 2.45608788e+06  6.42276344e-08  2.70513595e-08 
 2.59797009e+06  6.42822839e-08  2.54831087e-08 
 2.74804848e+06  6.43515305e-08  2.39991815e-08 
 2.90679654e+06  6.44368504e-08  2.25947714e-08 
 3.07471508e+06  6.45399385e-08  2.12653861e-08 
 3.25233387e+06  6.46627332e-08  2.00068338e-08 
 3.44021326e+06  6.48074416e-08  1.88152115e-08 
 3.63894599e+06  6.49765654e-08  1.76868938e-08 
 3.84915902e+06  6.51729253e-08  1.66185230e-08 
 4.07151555e+06  6.53996814e-08  1.56069997e-08 
 4.30671707e+06  6.56603484e-08  1.46494727e-08 
 4.55550561e+06  6.59588001e-08  1.37433290e-08 
 4.81866605e+06  6.62992595e-08  1.28861813e-08 
 5.09702863e+06  6.66862688e-08  1.20758543e-08 
 5.39147154e+06  6.71246317e-08  1.13103676e-08 
 5.70292370e+06  6.76193222e-08  1.05879147e-08 
 6.03236769e+06  6.81753515e-08  9.90683924e-09 
 6.38084285e+06  6.87975865e-08  9.26560637e-09 
 6.74944857e+06  6.94905177e-08  8.66277183e-09 
 7.13934775e+06  7.02579750e-08  8.09694891e-09 
 7.55177045e+06  7.11027983e-08  7.56677540e-09 
 7.98801781e+06  7.20264781e-08  7.07088290e-09 
 8.44946611e+06  7.30287870e-08  6.60787082e-09 
 8.93757115e+06  7.41074355e-08  6.17628728e-09 
 9.45387283e+06  7.52577892e-08  5.77461885e-09 
 1.00000000e+07  7.64726880e-08  5.40128960e-09 
 1.05776756e+07  7.77424036e-08  5.05466946e-09 
