 frequency       AmagdB          Aphdeg         
 1.00000000e-01  1.05130704e+02 -9.19204325e-01 
 1.05776756e-01  1.05130571e+02 -9.72294601e-01 
 1.11887221e-01  1.05130422e+02 -1.02844995e+00 
 1.18350673e-01  1.05130256e+02 -1.08784711e+00 
 1.25187503e-01  1.05130070e+02 -1.15067295e+00 
 1.32419279e-01  1.05129862e+02 -1.21712507e+00 
 1.40068818e-01  1.05129629e+02 -1.28741240e+00 
 1.48160252e-01  1.05129368e+02 -1.36175583e+00 
 1.56719108e-01  1.05129077e+02 -1.44038891e+00 
 1.65772389e-01  1.05128751e+02 -1.52355851e+00 
 1.75348655e-01  1.05128386e+02 -1.61152563e+00 
 1.85478119e-01  1.05127977e+02 -1.70456611e+00 
 1.96192737e-01  1.05127521e+02 -1.80297152e+00 
 2.07526313e-01  1.05127010e+02 -1.90704997e+00 
 2.19514602e-01  1.05126438e+02 -2.01712707e+00 
 2.32195425e-01  1.05125798e+02 -2.13354683e+00 
 2.45608788e-01  1.05125083e+02 -2.25667268e+00 
 2.59797009e-01  1.05124282e+02 -2.38688849e+00 
 2.74804848e-01  1.05123387e+02 -2.52459968e+00 
 2.90679654e-01  1.05122386e+02 -2.67023431e+00 
 3.07471508e-01  1.05121265e+02 -2.82424429e+00 
 3.25233387e-01  1.05120012e+02 -2.98710657e+00 
 3.44021326e-01  1.05118610e+02 -3.15932439e+00 
 3.63894599e-01  1.05117043e+02 -3.34142857e+00 
 3.84915902e-01  1.05115289e+02 -3.53397886e+00 
 4.07151555e-01  1.05113328e+02 -3.73756528e+00 
 4.30671707e-01  1.05111135e+02 -3.95280947e+00 
 4.55550561e-01  1.05108682e+02 -4.18036611e+00 
 4.81866605e-01  1.05105940e+02 -4.42092430e+00 
 5.09702863e-01  1.05102873e+02 -4.67520892e+00 
 5.39147154e-01  1.05099445e+02 -4.94398200e+00 
 5.70292370e-01  1.05095612e+02 -5.22804400e+00 
 6.03236769e-01  1.05091328e+02 -5.52823506e+00 
 6.38084285e-01  1.05086540e+02 -5.84543608e+00 
 6.74944857e-01  1.05081188e+02 -6.18056977e+00 
 7.13934775e-01  1.05075208e+02 -6.53460138e+00 
 7.55177045e-01  1.05068527e+02 -6.90853935e+00 
 7.98801781e-01  1.05061064e+02 -7.30343556e+00 
 8.44946611e-01  1.05052729e+02 -7.72038530e+00 
 8.93757115e-01  1.05043422e+02 -8.16052678e+00 
 9.45387283e-01  1.05033033e+02 -8.62504015e+00 
 1.00000000e+00  1.05021438e+02 -9.11514586e+00 
 1.05776756e+00  1.05008501e+02 -9.63210235e+00 
 1.11887221e+00  1.04994071e+02 -1.01772029e+01 
 1.18350673e+00  1.04977984e+02 -1.07517712e+01 
 1.25187503e+00  1.04960054e+02 -1.13571565e+01 
 1.32419279e+00  1.04940080e+02 -1.19947264e+01 
 1.40068818e+00  1.04917840e+02 -1.26658589e+01 
 1.48160252e+00  1.04893090e+02 -1.33719328e+01 
 1.56719108e+00  1.04865565e+02 -1.41143155e+01 
 1.65772389e+00  1.04834973e+02 -1.48943494e+01 
 1.75348655e+00  1.04800999e+02 -1.57133359e+01 
 1.85478119e+00  1.04763297e+02 -1.65725170e+01 
 1.96192737e+00  1.04721499e+02 -1.74730541e+01 
 2.07526313e+00  1.04675204e+02 -1.84160046e+01 
 2.19514602e+00  1.04623984e+02 -1.94022959e+01 
 2.32195425e+00  1.04567383e+02 -2.04326972e+01 
 2.45608788e+00  1.04504915e+02 -2.15077882e+01 
 2.59797009e+00  1.04436071e+02 -2.26279277e+01 
 2.74804848e+00  1.04360315e+02 -2.37932192e+01 
 2.90679654e+00  1.04277091e+02 -2.50034779e+01 
 3.07471508e+00  1.04185826e+02 -2.62581968e+01 
 3.25233387e+00  1.04085936e+02 -2.75565157e+01 
 3.44021326e+00  1.03976829e+02 -2.88971930e+01 
 3.63894599e+00  1.03857916e+02 -3.02785818e+01 
 3.84915902e+00  1.03728616e+02 -3.16986132e+01 
 4.07151555e+00  1.03588368e+02 -3.31547865e+01 
 4.30671707e+00  1.03436637e+02 -3.46441699e+01 
 4.55550561e+00  1.03272925e+02 -3.61634106e+01 
 4.81866605e+00  1.03096782e+02 -3.77087571e+01 
 5.09702863e+00  1.02907816e+02 -3.92760934e+01 
 5.39147154e+00  1.02705697e+02 -4.08609845e+01 
 5.70292370e+00  1.02490172e+02 -4.24587328e+01 
 6.03236769e+00  1.02261063e+02 -4.40644442e+01 
 6.38084285e+00  1.02018278e+02 -4.56731006e+01 
 6.74944857e+00  1.01761810e+02 -4.72796377e+01 
 7.13934775e+00  1.01491738e+02 -4.88790247e+01 
 7.55177045e+00  1.01208225e+02 -5.04663418e+01 
 7.98801781e+00  1.00911513e+02 -5.20368549e+01 
 8.44946611e+00  1.00601918e+02 -5.35860818e+01 
 8.93757115e+00  1.00279825e+02 -5.51098511e+01 
 9.45387283e+00  9.99456744e+01 -5.66043492e+01 
 1.00000000e+01  9.95999565e+01 -5.80661565e+01 
 1.05776756e+01  9.92432006e+01 -5.94922713e+01 
 1.11887221e+01  9.88759650e+01 -6.08801222e+01 
 1.18350673e+01  9.84988276e+01 -6.22275704e+01 
 1.25187503e+01  9.81123771e+01 -6.35329011e+01 
 1.32419279e+01  9.77172047e+01 -6.47948079e+01 
 1.40068818e+01  9.73138966e+01 -6.60123702e+01 
 1.48160252e+01  9.69030283e+01 -6.71850255e+01 
 1.56719108e+01  9.64851588e+01 -6.83125385e+01 
 1.65772389e+01  9.60608268e+01 -6.93949682e+01 
 1.75348655e+01  9.56305470e+01 -7.04326338e+01 
 1.85478119e+01  9.51948085e+01 -7.14260815e+01 
 1.96192737e+01  9.47540726e+01 -7.23760514e+01 
 2.07526313e+01  9.43087720e+01 -7.32834472e+01 
 2.19514602e+01  9.38593109e+01 -7.41493070e+01 
 2.32195425e+01  9.34060649e+01 -7.49747770e+01 
 2.45608788e+01  9.29493817e+01 -7.57610873e+01 
 2.59797009e+01  9.24895821e+01 -7.65095311e+01 
 2.74804848e+01  9.20269609e+01 -7.72214454e+01 
 2.90679654e+01  9.15617884e+01 -7.78981943e+01 
 3.07471508e+01  9.10943116e+01 -7.85411558e+01 
 3.25233387e+01  9.06247560e+01 -7.91517087e+01 
 3.44021326e+01  9.01533266e+01 -7.97312229e+01 
 3.63894599e+01  8.96802100e+01 -8.02810512e+01 
 3.84915902e+01  8.92055750e+01 -8.08025219e+01 
 4.07151555e+01  8.87295746e+01 -8.12969336e+01 
 4.30671707e+01  8.82523474e+01 -8.17655506e+01 
 4.55550561e+01  8.77740182e+01 -8.22095999e+01 
 4.81866605e+01  8.72946998e+01 -8.26302683e+01 
 5.09702863e+01  8.68144938e+01 -8.30287010e+01 
 5.39147154e+01  8.63334918e+01 -8.34060005e+01 
 5.70292370e+01  8.58517761e+01 -8.37632256e+01 
 6.03236769e+01  8.53694206e+01 -8.41013920e+01 
 6.38084285e+01  8.48864920e+01 -8.44214720e+01 
 6.74944857e+01  8.44030500e+01 -8.47243952e+01 
 7.13934775e+01  8.39191482e+01 -8.50110494e+01 
 7.55177045e+01  8.34348346e+01 -8.52822813e+01 
 7.98801781e+01  8.29501525e+01 -8.55388979e+01 
 8.44946611e+01  8.24651405e+01 -8.57816674e+01 
 8.93757115e+01  8.19798334e+01 -8.60113207e+01 
 9.45387283e+01  8.14942620e+01 -8.62285528e+01 
 1.00000000e+02  8.10084544e+01 -8.64340240e+01 
 1.05776756e+02  8.05224353e+01 -8.66283612e+01 
 1.11887221e+02  8.00362272e+01 -8.68121597e+01 
 1.18350673e+02  7.95498499e+01 -8.69859840e+01 
 1.25187503e+02  7.90633213e+01 -8.71503699e+01 
 1.32419279e+02  7.85766574e+01 -8.73058249e+01 
 1.40068818e+02  7.80898726e+01 -8.74528305e+01 
 1.48160252e+02  7.76029796e+01 -8.75918425e+01 
 1.56719108e+02  7.71159898e+01 -8.77232930e+01 
 1.65772389e+02  7.66289136e+01 -8.78475912e+01 
 1.75348655e+02  7.61417601e+01 -8.79651245e+01 
 1.85478119e+02  7.56545375e+01 -8.80762597e+01 
 1.96192737e+02  7.51672531e+01 -8.81813441e+01 
 2.07526313e+02  7.46799134e+01 -8.82807064e+01 
 2.19514602e+02  7.41925244e+01 -8.83746577e+01 
 2.32195425e+02  7.37050912e+01 -8.84634923e+01 
 2.45608788e+02  7.32176185e+01 -8.85474888e+01 
 2.59797009e+02  7.27301106e+01 -8.86269107e+01 
 2.74804848e+02  7.22425711e+01 -8.87020074e+01 
 2.90679654e+02  7.17550035e+01 -8.87730148e+01 
 3.07471508e+02  7.12674106e+01 -8.88401560e+01 
 3.25233387e+02  7.07797953e+01 -8.89036421e+01 
 3.44021326e+02  7.02921598e+01 -8.89636728e+01 
 3.63894599e+02  6.98045063e+01 -8.90204369e+01 
 3.84915902e+02  6.93168367e+01 -8.90741130e+01 
 4.07151555e+02  6.88291528e+01 -8.91248702e+01 
 4.30671707e+02  6.83414560e+01 -8.91728681e+01 
 4.55550561e+02  6.78537478e+01 -8.92182581e+01 
 4.81866605e+02  6.73660292e+01 -8.92611831e+01 
 5.09702863e+02  6.68783015e+01 -8.93017782e+01 
 5.39147154e+02  6.63905656e+01 -8.93401715e+01 
